age,avg_monthly_gb_download,avg_monthly_long_distance_charges,churn_category,churn_reason,churn_score,city,cltv,contract,country,customer_id,customer_status,dependents,device_protection_plan,gender,internet_service,internet_type,lat_long,latitude,longitude,married,monthly_charge,multiple_lines,number_of_dependents,number_of_referrals,offer,online_backup,online_security,paperless_billing,partner,payment_method,phone_service,population,premium_tech_support,quarter,referred_a_friend,satisfaction_score,senior_citizen,state,streaming_movies,streaming_music,streaming_tv,tenure_in_months,total_charges,total_extra_data_charges,total_long_distance_charges,total_refunds,total_revenue,under_30,unlimited_data,zip_code,churn
24,51,0.0,Competitor,Competitor offered more data,67,Hoopa,6412,0,United States,9443-JUBUO,Stayed,1,1,Male,1,DSL,0,41.163637,-123.704841,Yes,65.25,0,3,9,Offer A,1,1,Yes,0,Credit Card,No,3041,1,Q3,Yes,4,0,California,1,Yes,1,72,4478.85,80,0.0,0.0,4558.85,Yes,No,95546,0
43,11,22.49,Competitor,Competitor offered more data,22,Kneeland,2111,0,United States,3043-TYBNO,Joined,0,0,Male,1,DSL,0,40.664483,-123.865325,No,60.65,0,0,0,Offer A,0,0,No,0,Credit Card,Yes,264,1,Q3,No,5,0,California,1,Yes,0,3,196.9,0,67.47,0.0,264.37,No,Yes,95549,0
62,0,14.48,Competitor,Competitor offered more data,35,Korbel,2378,0,United States,4830-FAXFM,Stayed,1,0,Male,0,DSL,0,40.7666,-123.80458,No,24.1,1,2,0,Offer D,0,0,Yes,0,Credit Card,Yes,155,0,Q3,No,4,0,California,0,No,0,19,439.2,0,275.12,0.0,714.3199999999999,No,No,95550,0
54,0,8.02,Competitor,Competitor offered more data,21,Loleta,3753,0,United States,5906-BFOZT,Joined,0,0,Male,0,DSL,0,40.665952,-124.240051,No,19.5,0,0,0,Offer D,0,0,Yes,0,Credit Card,Yes,1447,0,Q3,No,5,0,California,0,No,0,1,19.5,0,8.02,0.0,27.52,No,No,95551,0
60,24,9.53,Competitor,Competitor offered more data,52,Mad River,5421,0,United States,2960-NKRSO,Stayed,0,1,Male,1,Fiber Optic,0,40.390301,-123.412327,No,85.95,0,0,0,Offer D,1,0,Yes,0,Bank Withdrawal,Yes,265,1,Q3,No,3,0,California,0,No,0,24,2107.15,0,228.72,0.0,2335.87,No,Yes,95552,0
39,0,6.75,Competitor,Competitor offered more data,42,Myers Flat,4118,0,United States,5598-IKHQQ,Stayed,0,0,Female,0,Fiber Optic,0,40.267158,-123.805913,No,25.45,1,0,0,Offer A,0,0,No,0,Credit Card,Yes,644,0,Q3,No,4,0,California,0,No,0,72,1866.45,0,486.0,0.0,2352.45,No,No,95554,0
24,0,47.31,Competitor,Competitor offered more data,45,Orick,4416,0,United States,0397-ZXWQF,Stayed,0,0,Male,0,Fiber Optic,0,41.336354,-124.044354,No,20.5,0,0,0,Offer A,0,0,No,0,Bank Withdrawal,Yes,494,0,Q3,No,5,0,California,0,No,0,67,1430.95,0,3169.77,0.0,4600.72,Yes,No,95555,0
47,0,39.48,Competitor,Competitor offered more data,56,Orleans,4886,0,United States,5266-PFRQK,Stayed,1,0,Male,0,Fiber Optic,0,41.269521,-123.546958,Yes,20.85,0,3,2,Offer B,0,0,Yes,0,Credit Card,Yes,574,0,Q3,Yes,4,0,California,0,No,0,52,1071.6,0,2052.96,0.0,3124.56,No,No,95556,0
57,27,31.33,Competitor,Competitor offered more data,57,Petrolia,4444,0,United States,4674-HGNUA,Stayed,1,1,Male,1,Cable,0,40.274302,-124.210902,Yes,89.9,1,3,6,Offer A,1,1,No,0,Credit Card,Yes,300,1,Q3,Yes,3,0,California,1,Yes,1,71,6457.15,0,2224.43,0.0,8681.58,No,Yes,95558,0
56,0,33.47,Competitor,Competitor offered more data,20,Phillipsville,2244,0,United States,6765-MBQNU,Stayed,0,0,Female,0,Cable,0,40.184094,-123.745487,Yes,26.0,1,0,7,Offer A,0,0,No,0,Credit Card,Yes,163,0,Q3,Yes,5,0,California,0,No,0,26,684.05,0,870.22,0.0,1554.27,No,No,95559,0
49,8,30.5,Competitor,Competitor offered more data,76,Redway,5723,0,United States,9786-IJYDL,Stayed,0,1,Female,1,Fiber Optic,0,40.142256,-123.852927,No,113.2,1,0,0,Offer A,1,1,Yes,0,Credit Card,Yes,1851,1,Q3,No,4,0,California,1,Yes,1,35,3914.05,0,1067.5,0.0,4981.55,No,Yes,95560,0
52,17,27.87,Competitor,Competitor offered more data,67,Rio Dell,4318,0,United States,1303-SRDOK,Stayed,1,0,Female,1,Fiber Optic,0,40.485849,-124.163234,Yes,69.05,0,2,3,Offer B,0,0,Yes,0,Credit Card,Yes,3284,0,Q3,Yes,3,0,California,0,No,0,55,3842.6,0,1532.85,0.0,5375.45,No,Yes,95562,0
61,0,24.27,Competitor,Competitor offered more data,25,Salyer,3700,0,United States,3769-MHZNV,Stayed,1,0,Female,0,Fiber Optic,0,40.89866,-123.539754,Yes,20.1,0,3,2,Offer B,0,0,No,0,Credit Card,Yes,660,0,Q3,Yes,3,0,California,0,No,0,33,670.35,0,800.91,0.0,1471.26,No,No,95563,0
20,73,6.89,Competitor,Competitor offered more data,25,Samoa,6181,0,United States,6295-OSINB,Stayed,0,1,Male,1,Fiber Optic,0,40.809636,-124.189977,Yes,109.65,1,0,2,Offer A,1,1,Yes,0,Bank Withdrawal,Yes,395,0,Q3,Yes,4,0,California,1,Yes,1,72,7880.25,10,496.08,0.0,8386.33,Yes,No,95564,0
37,0,17.89,Competitor,Competitor offered more data,76,Scotia,3383,0,United States,3308-MHOOC,Joined,1,0,Male,0,Fiber Optic,0,40.440636,-124.098739,No,19.2,0,3,0,Offer A,0,0,Yes,0,Credit Card,Yes,1125,0,Q3,No,3,0,California,0,No,0,1,19.2,0,17.89,0.0,37.09,No,No,95565,0
35,6,0.0,Competitor,Competitor offered more data,39,Redcrest,3215,0,United States,4177-JPDFU,Stayed,0,0,Male,1,Cable,0,40.363446,-123.835041,No,34.0,0,0,0,Offer D,1,0,No,0,Credit Card,No,400,1,Q3,No,3,0,California,0,No,0,12,442.45,0,0.0,0.0,442.45,No,Yes,95569,0
27,0,27.5,Competitor,Competitor offered more data,54,Trinidad,4540,0,United States,2239-CFOUJ,Joined,1,0,Male,0,Cable,0,41.162295,-124.027381,Yes,20.4,0,2,3,Offer D,0,0,No,0,Credit Card,Yes,2369,0,Q3,Yes,4,0,California,0,No,0,1,20.4,0,27.5,0.0,47.9,Yes,No,95570,0
56,29,0.0,Competitor,Competitor offered more data,45,Weott,4558,0,United States,8046-DNVTL,Stayed,0,0,Male,1,Cable,0,40.310119,-123.909449,Yes,38.6,0,0,8,Offer B,1,1,Yes,0,Credit Card,No,270,1,Q3,Yes,4,0,California,0,No,0,62,2345.55,0,0.0,0.0,2345.55,No,Yes,95571,0
40,15,0.0,Competitor,Competitor offered more data,28,Willow Creek,4831,0,United States,2209-XADXF,Joined,0,0,Female,1,DSL,0,40.949012,-123.655847,No,25.25,0,0,0,Offer E,0,0,No,0,Bank Withdrawal,No,1666,0,Q3,No,5,0,California,0,No,0,1,25.25,10,0.0,0.0,35.25,No,No,95573,0
64,9,10.97,Competitor,Competitor offered more data,74,Leggett,4459,0,United States,6620-JDYNW,Stayed,0,1,Female,1,DSL,0,39.873371,-123.741474,No,60.6,1,0,0,Offer D,0,1,Yes,0,Credit Card,Yes,321,0,Q3,No,3,0,California,0,No,0,18,1156.35,0,197.46,0.0,1353.81,No,Yes,95585,0
19,52,43.56,Competitor,Competitor offered more data,34,Fallbrook,4545,0,United States,4770-UEZOX,Joined,0,0,Male,1,Fiber Optic,0,33.362575,-117.299644,No,74.75,0,0,0,Offer E,1,0,Yes,0,Bank Withdrawal,Yes,42239,0,Q3,No,3,0,California,0,No,0,2,144.8,0,87.12,0.0,231.92,Yes,Yes,92028,0
43,0,4.7,Competitor,Competitor offered more data,32,Zenia,2276,0,United States,1038-RQOST,Stayed,1,0,Male,0,Fiber Optic,0,40.170357,-123.417298,Yes,20.6,0,2,6,Offer D,0,0,No,0,Credit Card,Yes,259,0,Q3,Yes,3,0,California,0,No,0,19,414.95,0,89.3,0.0,504.25,No,No,95595,0
36,0,13.72,Competitor,Competitor offered more data,21,Auburn,5380,0,United States,4568-TTZRT,Stayed,0,0,Male,0,Fiber Optic,0,38.99003,-121.114408,No,20.4,0,0,0,Offer E,0,0,No,0,Credit Card,Yes,18197,0,Q3,No,5,0,California,0,No,0,9,181.8,0,123.48,0.0,305.28000000000003,No,No,95602,0
58,4,49.25,Competitor,Competitor offered more data,39,Auburn,2445,0,United States,9513-DXHDA,Stayed,0,1,Male,1,DSL,0,38.912881,-121.082766,No,81.7,0,0,0,Offer E,0,1,No,0,Bank Withdrawal,Yes,24944,1,Q3,No,4,0,California,1,Yes,1,27,2212.55,0,1329.75,0.0,3542.3,No,Yes,95603,0
31,0,46.49,Competitor,Competitor offered more data,53,Clarksburg,3731,0,United States,8084-OIVBS,Stayed,0,0,Female,0,DSL,0,38.384648,-121.578701,No,20.0,0,0,0,Offer D,0,0,No,0,Credit Card,Yes,1417,0,Q3,No,4,0,California,0,No,0,11,211.95,0,511.39,0.0,723.34,No,No,95612,0
41,0,3.39,Competitor,Competitor offered more data,53,Cool,2371,0,United States,8896-BQTTI,Joined,0,0,Male,0,DSL,0,38.880622,-120.973865,No,25.0,1,0,0,Offer E,0,0,Yes,0,Credit Card,Yes,3674,0,Q3,No,3,0,California,0,No,0,1,25.0,0,3.39,0.0,28.39,No,No,95614,0
45,0,16.13,Competitor,Competitor offered more data,24,Davis,2427,0,United States,3352-RICWQ,Stayed,1,0,Female,0,DSL,0,38.508735,-121.678813,Yes,19.75,0,2,6,Offer E,0,0,No,0,Credit Card,Yes,67411,0,Q3,Yes,4,0,California,0,No,0,9,210.65,0,145.17,0.0,355.82,No,No,95616,0
25,52,24.59,Competitor,Competitor offered more data,49,Davis,5725,0,United States,2160-GPFXD,Stayed,1,0,Male,1,DSL,0,38.544002,-121.685559,Yes,65.65,1,2,1,Offer B,1,1,Yes,0,Credit Card,Yes,648,1,Q3,Yes,3,0,California,0,No,0,54,3566.7,0,1327.86,0.0,4894.56,Yes,Yes,95618,0
47,4,41.38,Competitor,Competitor offered more data,32,Diamond Springs,4226,0,United States,2065-MMKGR,Stayed,0,0,Female,1,DSL,0,38.683605,-120.811852,No,71.0,1,0,0,Offer B,0,0,Yes,0,Credit Card,Yes,4426,0,Q3,No,5,0,California,1,Yes,1,29,2080.1,0,1200.02,0.0,3280.12,No,Yes,95619,0
21,73,42.37,Competitor,Competitor offered more data,21,Citrus Heights,5020,0,United States,1498-NHTLT,Stayed,1,1,Male,1,Cable,0,38.69549,-121.307864,Yes,86.75,0,3,4,Offer B,1,1,Yes,0,Bank Withdrawal,Yes,41636,1,Q3,Yes,3,0,California,1,Yes,1,59,5186.0,150,2499.83,0.0,7835.83,Yes,No,95621,0
22,51,40.36,Competitor,Competitor offered more data,67,Elk Grove,3479,0,United States,1402-PTHGN,Stayed,1,0,Female,1,DSL,0,38.434138,-121.30587,Yes,61.5,0,2,7,Offer D,1,1,Yes,0,Credit Card,Yes,38534,1,Q3,Yes,4,0,California,0,No,0,18,1087.45,0,726.48,0.0,1813.93,Yes,Yes,95624,0
64,12,0.0,Competitor,Competitor offered more data,73,Esparto,3044,0,United States,5199-FPUSP,Stayed,1,0,Male,1,Cable,0,38.834469,-122.127193,No,34.05,0,2,0,Offer D,0,1,No,0,Credit Card,No,2756,1,Q3,No,3,0,California,0,No,0,33,1113.95,0,0.0,0.0,1113.95,No,Yes,95627,0
31,0,24.16,Competitor,Competitor offered more data,20,Fair Oaks,4281,0,United States,6377-KSLXC,Stayed,0,0,Male,0,Cable,0,38.652065,-121.25441,No,19.95,0,0,0,Offer D,0,0,No,0,Credit Card,Yes,40750,0,Q3,No,5,0,California,0,No,0,5,107.05,0,120.8,0.0,227.85,No,No,95628,0
33,0,34.57,Competitor,Competitor offered more data,40,Fiddletown,4079,0,United States,1796-JANOW,Joined,0,0,Female,0,Cable,0,38.513484,-120.704613,No,19.95,0,0,0,Offer E,0,0,No,0,Credit Card,Yes,850,0,Q3,No,4,0,California,0,No,0,2,38.15,0,69.14,0.0,107.29,No,No,95629,0
25,30,33.75,Competitor,Competitor offered more data,50,Folsom,4193,0,United States,0238-WHBIQ,Stayed,1,1,Male,1,Cable,0,38.672638,-121.147403,Yes,89.7,1,1,10,Offer A,1,1,No,0,Credit Card,Yes,51855,1,Q3,Yes,3,0,California,1,Yes,1,72,6339.3,0,2430.0,0.0,8769.3,Yes,Yes,95630,0
34,0,45.83,Competitor,Competitor offered more data,67,Foresthill,4195,0,United States,8735-NBLWT,Stayed,1,0,Male,0,Cable,0,39.031876,-120.811141,No,20.4,0,2,0,Offer E,0,0,No,0,Credit Card,Yes,5714,0,Q3,No,4,0,California,0,No,0,9,184.1,0,412.47,0.0,596.5699999999999,No,No,95631,0
54,0,14.54,Competitor,Competitor offered more data,52,Galt,6066,0,United States,6651-RLGGM,Stayed,1,0,Male,0,Cable,0,38.274451,-121.259201,Yes,26.3,1,2,2,Offer A,0,0,No,0,Credit Card,Yes,24194,0,Q3,Yes,5,0,California,0,No,0,67,1688.9,0,974.18,0.0,2663.08,No,No,95632,0
59,0,26.47,Competitor,Competitor offered more data,49,Georgetown,3330,0,United States,1614-JBEBI,Stayed,0,0,Female,0,Cable,0,38.9386,-120.785514,No,20.7,0,0,0,Offer E,0,0,Yes,0,Mailed Check,Yes,2723,0,Q3,No,5,0,California,0,No,0,8,137.6,0,211.76,0.0,349.36,No,No,95634,0
50,0,39.34,Competitor,Competitor offered more data,29,Hood,5347,0,United States,5696-EXCYS,Stayed,0,0,Male,0,Cable,0,38.375325,-121.507935,No,19.45,0,0,0,Offer D,0,0,No,0,Credit Card,Yes,213,0,Q3,No,4,0,California,0,No,0,17,369.05,0,668.7800000000001,0.0,1037.8300000000002,No,No,95639,0
61,14,46.7,Competitor,Competitor offered more data,67,Ione,4545,0,United States,5795-KTGUD,Stayed,0,1,Female,1,Fiber Optic,0,38.33788,-120.954202,Yes,110.8,1,0,2,Offer A,1,1,Yes,0,Bank Withdrawal,Yes,9752,0,Q3,Yes,3,0,California,1,Yes,1,68,7553.6,0,3175.6000000000004,0.0,10729.2,No,Yes,95640,0
30,85,0.0,Competitor,Competitor offered more data,33,Knights Landing,5905,0,United States,4702-HDRKD,Stayed,0,1,Male,1,Cable,0,38.875508,-121.765866,No,49.35,0,0,0,Offer A,0,1,Yes,0,Bank Withdrawal,No,1793,1,Q3,No,3,0,California,0,No,1,67,3321.35,0,0.0,0.0,3321.35,No,Yes,95645,0
20,0,36.78,Competitor,Competitor offered more data,40,Kirkwood,2433,0,United States,8512-WIWYV,Stayed,0,0,Male,0,Cable,0,38.631489,-120.015167,No,20.35,0,0,0,Offer A,0,0,No,0,Credit Card,Yes,129,0,Q3,No,5,0,California,0,No,0,32,707.5,0,1176.96,0.0,1884.46,Yes,No,95646,0
29,76,6.35,Competitor,Competitor offered more data,39,Madison,3239,0,United States,1406-PUQVY,Joined,1,0,Male,1,DSL,0,38.674276,-121.961866,No,49.9,0,1,0,Offer E,1,0,Yes,0,Bank Withdrawal,Yes,844,0,Q3,No,5,0,California,0,No,0,1,49.9,0,6.35,0.0,56.25,Yes,Yes,95653,0
27,42,49.88,Competitor,Competitor offered more data,67,North Highlands,5427,0,United States,9114-AAFQH,Stayed,0,1,Female,1,DSL,0,38.671295,-121.388251,Yes,65.65,0,0,6,Offer B,1,0,Yes,0,Bank Withdrawal,Yes,32202,0,Q3,Yes,3,0,California,1,Yes,0,48,3094.65,0,2394.24,0.0,5488.89,Yes,Yes,95660,0
63,22,18.03,Competitor,Competitor offered more data,27,Roseville,5401,0,United States,8715-KKTFG,Stayed,0,1,Female,1,Fiber Optic,0,38.736685,-121.251984,Yes,103.3,1,0,6,Offer B,0,0,Yes,0,Bank Withdrawal,Yes,25173,1,Q3,Yes,5,0,California,1,Yes,1,61,6518.35,0,1099.8300000000002,0.0,7618.18,No,Yes,95661,0
22,59,18.7,Competitor,Competitor offered more data,26,Penryn,5694,0,United States,1728-BQDMA,Joined,0,0,Female,1,DSL,0,38.859093,-121.182872,No,44.45,0,0,0,Offer E,0,0,No,0,Bank Withdrawal,Yes,2048,0,Q3,No,3,0,California,0,No,0,2,82.7,0,37.4,0.0,120.1,Yes,Yes,95663,0
22,85,37.57,Competitor,Competitor offered more data,54,Pioneer,5835,0,United States,5117-ZSMHQ,Stayed,1,1,Female,1,DSL,0,38.546999,-120.271114,Yes,89.9,1,1,9,Offer A,1,1,No,0,Bank Withdrawal,Yes,5501,1,Q3,Yes,5,0,California,1,Yes,1,71,6342.7,150,2667.47,0.0,9160.17,Yes,No,95666,0
57,10,27.41,Competitor,Competitor offered more data,26,Placerville,3839,0,United States,5151-HQRDG,Stayed,0,0,Male,1,DSL,0,38.733714,-120.795213,Yes,55.05,1,0,6,Offer A,0,1,Yes,0,Mailed Check,Yes,34146,0,Q3,Yes,5,0,California,0,No,0,37,2030.75,0,1014.17,0.0,3044.92,No,Yes,95667,0
40,57,39.52,Competitor,Competitor offered more data,25,Pleasant Grove,4024,0,United States,0960-HUWBM,Stayed,1,1,Male,1,Fiber Optic,0,38.833554,-121.498102,Yes,104.1,1,3,0,Offer B,0,0,Yes,0,Bank Withdrawal,Yes,901,1,Q3,No,4,0,California,1,Yes,1,65,6700.05,0,2568.8,0.0,9268.85,No,Yes,95668,0
19,59,18.74,Competitor,Competitor offered more data,65,Plymouth,5895,0,United States,6465-GSRCL,Stayed,1,0,Female,1,Fiber Optic,0,38.489273,-120.891614,No,106.6,1,2,0,Offer A,1,0,Yes,0,Bank Withdrawal,Yes,2220,1,Q3,No,4,0,California,1,Yes,1,67,7244.7,0,1255.58,0.0,8500.279999999999,Yes,Yes,95669,0
53,28,44.49,Competitor,Competitor offered more data,60,Rescue,4022,0,United States,0263-FJTQO,Stayed,1,0,Male,1,Cable,0,38.724322,-120.991237,Yes,70.5,1,2,10,Offer B,0,1,Yes,0,Credit Card,Yes,3815,1,Q3,Yes,4,0,California,0,No,1,50,3486.65,0,2224.5,0.0,5711.15,No,Yes,95672,0
43,0,15.76,Competitor,Competitor offered more data,51,Rio Linda,2888,0,United States,7319-ZNRTR,Stayed,1,0,Male,0,Cable,0,38.688764,-121.457596,Yes,19.6,0,2,1,Offer B,0,0,No,0,Bank Withdrawal,Yes,14010,0,Q3,Yes,4,0,California,0,No,0,25,411.15,0,394.0,0.0,805.15,No,No,95673,0
45,0,17.93,Competitor,Competitor offered more data,55,River Pines,4582,0,United States,7503-EPSZW,Stayed,1,0,Female,0,Cable,0,38.545775,-120.743325,Yes,24.05,1,3,5,Offer B,0,0,Yes,0,Mailed Check,Yes,364,0,Q3,Yes,3,0,California,0,No,0,64,1559.15,0,1147.52,0.0,2706.67,No,No,95675,0
37,24,0.0,Competitor,Competitor offered more data,72,Rocklin,2315,0,United States,7089-XXAYG,Stayed,0,1,Male,1,Cable,0,38.7904,-121.236973,Yes,38.1,0,0,10,Offer B,0,0,Yes,0,Credit Card,No,21510,0,Q3,Yes,5,0,California,0,No,1,25,970.4,100,0.0,0.0,1070.4,No,No,95677,0
64,22,17.46,Competitor,Competitor offered more data,52,Shingle Springs,2904,0,United States,1666-JXLKU,Stayed,0,1,Female,1,Fiber Optic,0,38.598936,-120.963092,No,100.05,1,0,0,Offer C,0,0,Yes,0,Bank Withdrawal,Yes,24738,0,Q3,No,5,0,California,1,Yes,1,37,3810.55,0,646.02,0.0,4456.57,No,Yes,95682,0
60,11,30.59,Competitor,Competitor offered more data,21,Sloughhouse,2006,0,United States,7855-DIWPO,Stayed,0,0,Female,1,Fiber Optic,0,38.470423,-121.114897,No,68.65,0,0,0,Offer D,0,0,Yes,0,Bank Withdrawal,Yes,4731,0,Q3,No,5,0,California,0,No,0,21,1493.2,0,642.39,0.0,2135.59,No,Yes,95683,0
34,21,13.62,Competitor,Competitor offered more data,30,Somerset,2614,0,United States,5133-POWUA,Joined,0,0,Male,1,Cable,0,38.606703,-120.586659,No,45.8,0,0,0,Offer D,0,0,Yes,0,Credit Card,Yes,2958,0,Q3,No,5,0,California,0,No,0,1,45.8,0,13.62,0.0,59.42,No,Yes,95684,0
37,21,39.85,Competitor,Competitor offered more data,52,Sutter Creek,4525,0,United States,5652-MSDEY,Stayed,0,0,Female,1,Fiber Optic,0,38.432145,-120.77069,No,75.75,1,0,0,Offer D,0,0,Yes,0,Mailed Check,Yes,4610,0,Q3,No,5,0,California,0,No,0,10,777.3,0,398.5,0.0,1175.8,No,Yes,95685,0
63,8,35.0,Competitor,Competitor offered more data,26,Vacaville,4745,0,United States,1810-BOHSY,Stayed,0,0,Male,1,Fiber Optic,0,38.333133,-121.920151,Yes,96.4,1,0,7,Offer B,1,1,Yes,0,Credit Card,Yes,63157,0,Q3,Yes,3,0,California,1,Yes,0,51,4911.05,0,1785.0,0.0,6696.05,No,Yes,95687,0
63,0,4.76,Competitor,Competitor offered more data,43,Vacaville,3595,0,United States,1784-BXEFA,Stayed,0,0,Female,0,Fiber Optic,0,38.419088,-122.024568,No,20.55,0,0,0,Offer B,0,0,Yes,0,Mailed Check,Yes,32564,0,Q3,No,3,0,California,0,No,0,10,187.35,0,47.6,0.0,234.95,No,No,95688,0
43,23,0.0,Competitor,Competitor offered more data,79,Volcano,3474,0,United States,7351-MHQVU,Stayed,0,0,Female,1,Cable,0,38.481902,-120.603668,No,50.95,0,0,0,Offer E,1,1,No,0,Credit Card,No,1273,1,Q3,No,3,0,California,1,Yes,0,6,307.6,0,0.0,0.0,307.6,No,Yes,95689,0
30,48,11.74,Competitor,Competitor offered more data,30,Walnut Grove,3413,0,United States,9224-VTYID,Stayed,1,1,Male,1,DSL,0,38.240419,-121.587535,Yes,90.5,1,3,10,Offer B,1,1,Yes,0,Mailed Check,Yes,2344,1,Q3,Yes,3,0,California,1,Yes,1,47,4318.35,0,551.78,0.0,4870.13,No,Yes,95690,0
52,20,40.48,Competitor,Competitor offered more data,74,West Sacramento,4666,0,United States,9500-IWPXQ,Stayed,1,1,Female,1,DSL,0,38.627951,-121.593287,Yes,79.4,1,2,3,Offer B,1,1,Yes,0,Bank Withdrawal,Yes,19050,1,Q3,Yes,3,0,California,1,Yes,0,61,4820.55,0,2469.28,0.0,7289.83,No,Yes,95691,0
40,19,0.0,Competitor,Competitor offered more data,21,Wheatland,5122,0,United States,5762-TJXGK,Stayed,0,1,Female,1,DSL,0,39.043387,-121.409837,No,58.75,0,0,0,Offer B,1,1,Yes,0,Bank Withdrawal,No,3600,0,Q3,No,4,0,California,1,Yes,1,52,3038.55,0,0.0,0.0,3038.55,No,Yes,95692,0
42,23,39.11,Competitor,Competitor offered more data,49,Wilton,3682,0,United States,4504-YOULA,Stayed,1,0,Female,1,DSL,0,38.392559,-121.225093,Yes,59.45,1,3,0,Offer C,1,1,Yes,0,Credit Card,Yes,5889,0,Q3,No,3,0,California,0,No,0,35,2136.9,0,1368.85,0.0,3505.75,No,Yes,95693,0
52,28,29.11,Competitor,Competitor offered more data,20,Winters,4420,0,United States,5569-IDSEY,Stayed,0,1,Male,1,Fiber Optic,0,38.578604,-122.024579,Yes,105.7,1,0,8,Offer A,1,0,Yes,0,Bank Withdrawal,Yes,8406,0,Q3,Yes,4,0,California,1,Yes,1,71,7472.15,0,2066.81,0.0,9538.96,No,Yes,95694,0
37,4,43.27,Competitor,Competitor offered more data,79,Alta,2929,0,United States,7284-ZZLOH,Stayed,0,1,Male,1,DSL,0,39.218096,-120.79153,Yes,53.3,0,0,10,Offer A,0,1,No,0,Credit Card,Yes,751,0,Q3,Yes,3,0,California,0,No,0,45,2296.25,90,1947.15,0.0,4333.4,No,No,95701,0
19,59,0.0,Competitor,Competitor offered more data,77,Colfax,2515,0,United States,1777-JYQPJ,Joined,0,0,Male,1,DSL,0,39.084645,-120.894014,No,24.3,0,0,0,Offer E,0,0,No,0,Mailed Check,No,8525,0,Q3,No,4,0,California,0,No,0,2,38.45,0,0.0,0.0,38.45,Yes,Yes,95713,0
59,3,9.85,Competitor,Competitor offered more data,42,Emigrant Gap,5233,0,United States,3401-URHDA,Stayed,0,0,Male,1,Cable,0,39.23754,-120.720196,No,59.9,1,0,0,Offer E,0,1,No,0,Credit Card,Yes,185,1,Q3,No,3,0,California,0,No,0,51,3043.6,0,502.35,0.0,3545.95,No,Yes,95715,0
37,0,28.45,Competitor,Competitor offered more data,71,Gold Run,5449,0,United States,1599-EAHXY,Stayed,1,0,Male,0,Cable,0,39.170376,-120.838404,Yes,23.95,1,2,1,Offer E,0,0,No,0,Credit Card,Yes,407,0,Q3,Yes,5,0,California,0,No,0,60,1506.4,0,1707.0,0.0,3213.4,No,No,95717,0
40,0,48.61,Competitor,Competitor offered more data,70,Kyburz,4004,0,United States,8631-XVRZL,Stayed,0,0,Male,0,Cable,0,38.766036,-120.209673,No,20.15,0,0,0,Offer E,0,0,Yes,0,Mailed Check,Yes,183,0,Q3,No,4,0,California,0,No,0,9,163.7,0,437.49,0.0,601.19,No,No,95720,0
58,5,21.14,Competitor,Competitor offered more data,49,Meadow Vista,3139,0,United States,3853-LYGAM,Stayed,0,1,Male,1,Fiber Optic,0,39.003358,-121.022539,No,95.65,1,0,0,Offer E,0,0,Yes,0,Bank Withdrawal,Yes,3747,1,Q3,No,4,0,California,1,Yes,0,17,1640.0,0,359.38,0.0,1999.38,No,Yes,95722,0
37,10,45.95,Competitor,Competitor offered more data,57,Soda Springs,4280,0,United States,5751-USDBL,Stayed,1,1,Male,1,Cable,0,39.279068,-120.414275,Yes,81.0,0,1,1,Offer E,0,1,No,0,Mailed Check,Yes,88,1,Q3,Yes,4,0,California,1,Yes,1,46,3846.35,0,2113.7000000000003,0.0,5960.05,No,Yes,95728,0
21,59,14.86,Competitor,Competitor offered more data,70,Twin Bridges,5308,0,United States,5680-LQOGP,Stayed,0,1,Female,1,Cable,0,38.805481,-120.13287,No,82.45,0,0,0,Offer A,1,1,Yes,0,Credit Card,Yes,25,1,Q3,No,3,0,California,1,Yes,1,68,5646.6,90,1010.48,0.0,6747.08,Yes,No,95735,0
52,0,44.73,Competitor,Competitor offered more data,80,Rancho Cordova,3233,0,United States,8189-DUKMV,Stayed,0,0,Female,0,Cable,0,38.591134,-121.161585,Yes,20.5,0,0,8,Offer A,0,0,No,0,Bank Withdrawal,Yes,299,0,Q3,Yes,5,0,California,0,No,0,4,79.05,0,178.92,0.0,257.97,No,No,95742,0
55,22,34.43,Competitor,Competitor offered more data,74,Roseville,4711,0,United States,9931-DCEZH,Stayed,1,0,Male,1,DSL,0,38.784329,-121.373245,No,54.4,0,1,0,Offer C,1,0,Yes,0,Credit Card,Yes,25418,1,Q3,No,3,0,California,0,No,0,28,1516.6,0,964.04,0.0,2480.64,No,Yes,95747,0
23,58,48.17,Competitor,Competitor offered more data,46,Elk Grove,5662,0,United States,1898-JSNDC,Stayed,0,0,Female,1,DSL,0,38.35363,-121.44195,No,58.6,0,0,0,Offer C,1,0,Yes,0,Credit Card,Yes,47065,0,Q3,No,4,0,California,0,No,1,39,2224.5,0,1878.63,0.0,4103.13,Yes,Yes,95758,0
54,15,30.57,Competitor,Competitor offered more data,60,El Dorado Hills,4924,0,United States,0315-LVCRK,Stayed,0,1,Male,1,Fiber Optic,0,38.684437,-121.055634,No,84.8,0,0,0,Offer C,0,0,No,0,Bank Withdrawal,Yes,22028,0,Q3,No,4,0,California,1,Yes,0,11,888.75,0,336.27,0.0,1225.02,No,Yes,95762,0
