Age,Avg Monthly GB Download,Avg Monthly Long Distance Charges,Churn Category,Churn Reason,Churn Score,City,CLTV,Contract,Country,Customer ID,Customer Status,Dependents,Device Protection Plan,Gender,Internet Service,Internet Type,Lat Long,Latitude,Longitude,Married,Monthly Charge,Multiple Lines,Number of Dependents,Number of Referrals,Offer,Online Backup,Online Security,Paperless Billing,Partner,Payment Method,Phone Service,Population,Premium Tech Support,Quarter,Referred a Friend,Satisfaction Score,Senior Citizen,State,Streaming Movies,Streaming Music,Streaming TV,Tenure in Months,Total Charges,Total Extra Data Charges,Total Long Distance Charges,Total Refunds,Total Revenue,Under 30,Unlimited Data,Zip Code,Churn
54,22,2.24,Other,Moved,91,Lakehead,4661,Month-to-Month,United States,1205-WNWPJ,Churned,0,0,Female,1,DSL,"40.883853, -122.418258",40.883853,-122.418258,0,59.5,0,0,0,Offer E,0,0,1,0,Credit Card,1,1236,1,Q3,0,3,0,California,0,0,1,7,415.95,0,15.68,0.0,431.63,0,1,96051,1
24,0,12.85,,,38,San Diego,5045,Two Year,United States,1270-XKUCC,Stayed,1,0,Female,0,,"32.85723, -117.209774",32.85723,-117.209774,1,19.7,0,1,1,,0,0,0,1,Credit Card,1,34902,0,Q3,1,3,0,California,0,0,0,30,599.25,0,385.5,49.79,934.96,1,0,92122,0
46,15,3.18,,,26,New Cuyama,6216,Two Year,United States,4778-IZARL,Stayed,0,1,Male,1,Fiber Optic,"34.956577, -119.750142",34.956577,-119.750142,1,110.1,0,0,8,,1,1,1,1,Credit Card,1,798,1,Q3,1,3,0,California,1,1,1,63,6705.7,0,200.34,0.0,6906.04,0,1,93254,0
49,28,32.02,Other,Moved,65,Beaumont,2517,One Year,United States,4174-LPGTI,Churned,0,0,Female,1,DSL,"33.946982, -116.977672",33.946982,-116.977672,1,66.5,0,0,1,,1,0,1,1,Bank Withdrawal,1,17721,1,Q3,1,3,0,California,1,1,0,41,2728.6,0,1312.82,0.0,4041.42,0,1,92223,1
47,14,41.79,,,79,Bakersfield,2908,Month-to-Month,United States,7312-XSBAT,Joined,0,0,Male,1,DSL,"35.391733, -118.984109",35.391733,-118.984109,0,49.75,0,0,0,Offer E,0,1,0,0,Bank Withdrawal,1,35643,0,Q3,0,4,0,California,0,0,0,1,49.75,0,41.79,0.0,91.54,0,1,93305,0
23,41,0.0,,,28,Lawndale,3443,Month-to-Month,United States,8108-UXRQN,Stayed,1,0,Female,1,Cable,"33.88856, -118.351813",33.88856,-118.351813,1,50.55,0,1,1,,0,1,0,1,Bank Withdrawal,0,33300,0,Q3,1,3,0,California,1,1,1,11,565.35,0,0.0,0.0,565.35,1,1,90260,0
21,69,38.69,Competitor,Competitor offered higher download speeds,82,Novato,4359,Month-to-Month,United States,0376-YMCJC,Churned,0,0,Male,1,Cable,"38.067204, -122.524004",38.067204,-122.524004,0,90.6,1,0,0,,0,0,1,0,Bank Withdrawal,1,13361,1,Q3,0,2,0,California,0,1,1,23,1943.2,0,889.87,4.73,2828.34,1,1,94949,1
31,0,39.98,,,45,Bridgeville,4954,Month-to-Month,United States,4732-RRJZC,Stayed,1,0,Male,0,,"40.372532, -123.525626",40.372532,-123.525626,1,20.25,0,1,9,,0,0,0,1,Credit Card,1,695,0,Q3,1,3,0,California,0,0,0,7,144.35,0,279.86,0.0,424.21,0,0,95526,0
53,0,1.3,,,74,Santa Barbara,5221,Month-to-Month,United States,5712-VBOXD,Stayed,0,0,Female,0,,"34.457541, -119.631072",34.457541,-119.631072,0,20.15,0,0,0,Offer E,0,0,1,0,Credit Card,1,12741,0,Q3,0,3,0,California,0,0,0,4,68.45,0,5.2,0.0,73.65,0,0,93108,0
57,20,17.65,Competitor,Competitor made better offer,80,San Diego,5699,Month-to-Month,United States,8861-HGGKB,Churned,0,0,Female,1,Fiber Optic,"32.825086, -117.199424",32.825086,-117.199424,0,86.45,1,0,0,,0,0,0,0,Bank Withdrawal,1,51213,0,Q3,0,2,0,California,1,1,0,10,830.85,0,176.5,0.0,1007.35,0,1,92117,1
37,0,7.27,,,38,San Dimas,5113,Month-to-Month,United States,1755-RMCXH,Joined,1,0,Male,0,,"34.102119, -117.815532",34.102119,-117.815532,1,20.3,0,2,5,Offer E,0,0,0,1,Credit Card,1,33878,0,Q3,1,4,0,California,0,0,0,2,40.25,0,14.54,0.0,54.79,0,0,91773,0
59,15,3.93,,,51,Ceres,2202,Two Year,United States,4835-YSJMR,Stayed,0,0,Male,1,DSL,"37.553469, -120.952825",37.553469,-120.952825,0,49.8,0,0,0,Offer C,0,0,1,0,Bank Withdrawal,1,32881,1,Q3,0,4,0,California,0,0,0,39,1971.15,0,153.27,0.0,2124.42,0,1,95307,0
39,17,26.7,,,57,Douglas City,4754,One Year,United States,9055-MOJJJ,Stayed,1,0,Female,1,Cable,"40.586588, -122.903677",40.586588,-122.903677,1,65.8,0,2,5,Offer B,0,1,0,1,Mailed Check,1,960,1,Q3,1,3,0,California,0,0,1,64,4068.0,20,1708.8,27.79,5769.01,0,0,96024,0
21,48,47.74,Competitor,Competitor had better devices,84,Bangor,3316,Month-to-Month,United States,9851-QXEEQ,Churned,0,1,Male,1,Fiber Optic,"39.396585, -121.38029",39.396585,-121.38029,0,104.7,1,0,0,,1,0,1,0,Bank Withdrawal,1,626,0,Q3,0,1,0,California,1,1,1,41,4346.4,0,1957.34,0.0,6303.74,1,1,95914,1
42,20,18.74,Attitude,Attitude of service provider,71,Twain,4995,Month-to-Month,United States,8519-QJGJD,Churned,0,1,Female,1,Cable,"40.022184, -121.062384",40.022184,-121.062384,0,75.35,0,0,0,Offer D,0,0,0,0,Bank Withdrawal,1,73,0,Q3,0,2,0,California,0,0,0,14,1025.95,0,262.36,0.0,1288.31,0,1,95984,1
33,3,32.46,Competitor,Competitor made better offer,80,San Diego,5587,Month-to-Month,United States,9430-FRQOC,Churned,0,1,Female,1,Fiber Optic,"32.825086, -117.199424",32.825086,-117.199424,0,87.1,1,0,0,,0,0,1,0,Mailed Check,1,51213,1,Q3,0,2,0,California,0,0,0,4,341.45,0,129.84,0.0,471.29,0,1,92117,1
65,11,34.23,,,49,Somerset,4143,Two Year,United States,6734-FQAJX,Stayed,0,0,Male,1,Fiber Optic,"38.606703, -120.586659",38.606703,-120.586659,0,105.05,0,0,0,,1,1,1,0,Bank Withdrawal,1,2958,1,Q3,0,4,1,California,1,1,1,67,7171.7,0,2293.41,0.0,9465.11,0,1,95684,0
68,17,22.05,,,54,South Gate,4118,One Year,United States,1360-JYXKQ,Stayed,0,1,Female,1,Fiber Optic,"33.944624, -118.192615",33.944624,-118.192615,1,99.1,0,0,1,,0,0,1,1,Bank Withdrawal,1,96267,1,Q3,1,5,1,California,1,1,1,54,5437.1,0,1190.7,0.0,6627.8,0,1,90280,0
39,23,35.03,,,37,Menlo Park,5649,One Year,United States,3199-NPKCN,Stayed,0,1,Female,1,Fiber Optic,"37.449551, -122.183762",37.449551,-122.183762,1,111.25,1,0,1,,0,1,1,1,Bank Withdrawal,1,39062,1,Q3,1,3,0,California,1,1,1,67,7511.65,0,2347.01,0.0,9858.66,0,1,94025,0
61,26,19.93,,,42,Glendale,4228,Month-to-Month,United States,4465-VDKIQ,Stayed,0,1,Female,1,Fiber Optic,"34.17051, -118.289463",34.17051,-118.289463,0,77.8,0,0,0,,1,0,0,0,Bank Withdrawal,1,23981,0,Q3,0,5,0,California,0,0,0,18,1358.6,0,358.74,29.76,1687.58,0,1,91201,0
25,52,19.23,Dissatisfaction,Poor expertise of online support,90,Oakland,3807,Month-to-Month,United States,1522-VVDMG,Churned,0,0,Male,1,Fiber Optic,"37.828416, -122.216005",37.828416,-122.216005,1,89.75,0,0,1,,1,0,1,1,Bank Withdrawal,1,36517,1,Q3,1,2,0,California,0,0,1,7,608.8,0,134.61,26.02,717.39,1,1,94611,1
54,0,13.13,,,39,Union City,4066,One Year,United States,9732-OUYRN,Stayed,0,0,Female,0,,"37.59485, -122.051521",37.59485,-122.051521,1,19.0,0,0,3,Offer B,0,0,0,1,Credit Card,1,66472,0,Q3,1,3,0,California,0,0,0,49,918.7,0,643.37,0.0,1562.07,0,0,94587,0
54,12,39.42,,,51,Madera,5247,Month-to-Month,United States,6627-CFOSN,Stayed,0,1,Female,1,Fiber Optic,"36.902954, -120.194274",36.902954,-120.194274,0,99.45,1,0,0,Offer B,1,1,1,0,Bank Withdrawal,1,28434,0,Q3,0,3,0,California,1,1,0,59,5623.7,30,2325.78,0.0,7979.48,0,0,93637,0
77,10,3.27,,,31,Durham,4578,One Year,United States,4868-AADLV,Stayed,1,1,Male,1,Fiber Optic,"39.607831, -121.777959",39.607831,-121.777959,1,116.25,1,2,0,,1,1,1,1,Bank Withdrawal,1,3524,1,Q3,0,3,1,California,1,0,1,66,7862.25,0,215.82,0.0,8078.07,0,1,95938,0
56,13,12.35,,,22,Los Angeles,5225,Month-to-Month,United States,9696-RMYBA,Stayed,0,0,Male,1,Fiber Optic,"33.964131, -118.272783",33.964131,-118.272783,0,80.1,0,0,0,,0,0,1,0,Credit Card,1,58198,0,Q3,0,3,0,California,0,0,1,5,398.55,0,61.75,0.0,460.3,0,1,90003,0
50,13,45.97,,,59,Chula Vista,5283,One Year,United States,9609-BENEA,Stayed,0,0,Male,1,DSL,"32.688506, -116.938632",32.688506,-116.938632,1,69.0,1,0,6,Offer C,1,0,1,1,Bank Withdrawal,1,2606,1,Q3,1,3,0,California,0,0,1,35,2441.7,0,1608.95,0.0,4050.65,0,1,91914,0
57,29,7.47,,,67,Fresno,5071,One Year,United States,1032-MAELW,Stayed,1,1,Female,1,DSL,"36.768774, -119.762633",36.768774,-119.762633,1,78.45,1,3,8,,1,1,1,1,Bank Withdrawal,1,31180,1,Q3,1,5,0,California,1,1,0,68,5333.35,0,507.96,0.0,5841.31,0,1,93703,0
69,12,16.22,Dissatisfaction,Network reliability,79,Mineral,2984,Month-to-Month,United States,6661-HBGWL,Churned,0,1,Female,1,Fiber Optic,"40.408796, -121.579609",40.408796,-121.579609,0,104.75,1,0,0,,1,0,1,0,Bank Withdrawal,1,124,0,Q3,0,1,1,California,1,0,1,42,4323.45,0,681.24,0.0,5004.69,0,1,96063,1
29,69,41.82,,,28,Temple City,5713,One Year,United States,7409-JURKQ,Stayed,0,1,Female,1,Fiber Optic,"34.101608, -118.055848",34.101608,-118.055848,1,111.8,1,0,3,,1,0,1,1,Bank Withdrawal,1,32718,1,Q3,1,3,0,California,1,1,1,53,5809.75,0,2216.46,0.0,8026.21,1,1,91780,0
76,17,7.72,,,71,Santa Monica,3253,One Year,United States,0134-XWXCE,Stayed,0,1,Female,1,DSL,"34.031529, -118.491156",34.031529,-118.491156,0,74.85,0,0,0,,0,0,0,0,Bank Withdrawal,1,23559,1,Q3,0,5,1,California,1,1,1,44,3268.05,0,339.68,17.91,3589.82,0,1,90403,0
22,59,38.52,Attitude,Attitude of support person,67,Los Angeles,5570,Month-to-Month,United States,4423-YLHDV,Churned,0,1,Female,1,Fiber Optic,"33.927254, -118.249826",33.927254,-118.249826,1,104.4,1,0,1,Offer D,0,1,1,1,Bank Withdrawal,1,38128,0,Q3,1,1,0,California,1,1,1,21,2200.25,0,808.92,0.0,3009.17,1,1,90059,1
48,22,23.67,Price,Extra data charges,90,Santa Paula,4610,Two Year,United States,5271-YNWVR,Churned,0,1,Male,1,Fiber Optic,"34.402343, -119.094824",34.402343,-119.094824,1,113.15,1,0,1,Offer A,1,1,1,1,Bank Withdrawal,1,32511,1,Q3,1,1,0,California,1,1,1,68,7856.0,0,1609.56,0.0,9465.56,0,1,93060,1
78,24,46.77,,,67,Northridge,4074,Two Year,United States,3537-RYBHH,Stayed,0,1,Female,1,DSL,"34.238208, -118.55029",34.238208,-118.55029,1,67.45,1,0,1,,1,1,1,1,Credit Card,1,25751,0,Q3,1,3,1,California,0,0,0,47,3252.0,0,2198.19,0.0,5450.19,0,1,91324,0
51,10,14.54,,,74,Reedley,3723,Month-to-Month,United States,5630-IXDXV,Stayed,0,1,Female,1,Fiber Optic,"36.636638, -119.421842",36.636638,-119.421842,0,106.35,1,0,0,Offer B,1,0,1,0,Bank Withdrawal,1,25923,0,Q3,0,4,0,California,1,1,1,47,4849.1,0,683.38,0.0,5532.48,0,1,93654,0
35,6,32.31,Other,Moved,81,Capistrano Beach,4437,Month-to-Month,United States,8837-VVWLQ,Churned,0,0,Female,1,Fiber Optic,"33.458754, -117.665104",33.458754,-117.665104,0,84.95,0,0,0,,0,1,0,0,Bank Withdrawal,1,7465,0,Q3,0,1,0,California,0,0,1,8,668.4,0,258.48,0.0,926.88,0,1,92624,1
41,23,42.92,Dissatisfaction,Network reliability,81,Gridley,3486,Month-to-Month,United States,8761-NSOBC,Churned,0,0,Male,1,Fiber Optic,"39.346898, -121.759537",39.346898,-121.759537,0,100.55,0,0,0,,1,0,0,0,Bank Withdrawal,1,9763,1,Q3,0,2,0,California,1,1,1,44,4398.15,0,1888.48,0.0,6286.63,0,1,95948,1
64,29,4.71,,,71,Santa Ana,4374,Two Year,United States,8619-IJNDK,Stayed,0,1,Female,1,DSL,"33.748635, -117.906125",33.748635,-117.906125,1,64.05,0,0,10,,1,1,0,1,Credit Card,1,70011,1,Q3,1,4,0,California,0,0,0,71,4492.9,0,334.41,0.0,4827.31,0,1,92703,0
64,28,33.41,Competitor,Competitor had better devices,71,Adin,4278,Month-to-Month,United States,0742-NXBGR,Churned,0,1,Female,1,Fiber Optic,"41.171578, -120.913161",41.171578,-120.913161,0,82.3,0,0,0,Offer E,1,0,1,0,Bank Withdrawal,1,615,0,Q3,0,1,0,California,0,0,0,1,82.3,0,33.41,0.0,115.71,0,1,96006,1
59,18,39.68,Competitor,Competitor had better devices,74,San Jose,4249,Month-to-Month,United States,9763-PDTKK,Churned,0,1,Female,1,Fiber Optic,"37.343827, -121.883119",37.343827,-121.883119,0,94.4,0,0,0,Offer E,0,1,1,0,Bank Withdrawal,1,52334,1,Q3,0,1,0,California,1,1,0,4,387.2,0,158.72,0.0,545.92,0,1,95112,1
39,53,9.0,,,54,Cantua Creek,5969,Month-to-Month,United States,1453-RZFON,Joined,1,0,Female,1,Cable,"36.488056, -120.407691",36.488056,-120.407691,0,49.9,0,3,0,Offer E,0,1,0,0,Credit Card,1,1766,0,Q3,0,3,0,California,0,0,0,1,49.9,0,9.0,0.0,58.9,0,1,93608,0
69,2,15.85,,,80,Benton,5933,Two Year,United States,2499-AJYUA,Stayed,0,1,Female,1,Fiber Optic,"37.653947, -118.231443",37.653947,-118.231443,1,110.8,1,0,8,Offer A,1,0,1,1,Credit Card,1,340,1,Q3,1,5,1,California,1,0,1,72,7882.25,0,1141.2,0.0,9023.45,0,1,93512,0
60,0,2.69,,,74,Crows Landing,5949,Month-to-Month,United States,0178-CIIKR,Joined,0,0,Female,0,,"37.435664, -121.049056",37.435664,-121.049056,0,19.95,0,0,0,,0,0,0,0,Credit Card,1,1508,0,Q3,0,3,0,California,0,0,0,3,58.0,0,8.07,0.0,66.07,0,0,95313,0
68,17,48.51,,,56,Shandon,5881,Two Year,United States,7503-MIOGA,Stayed,0,1,Female,1,Cable,"35.634488, -120.293534",35.634488,-120.293534,1,89.85,1,0,0,Offer A,1,1,1,1,Bank Withdrawal,1,1255,1,Q3,0,3,1,California,1,0,1,72,6697.35,0,3492.72,0.0,10190.07,0,1,93461,0
65,30,41.17,,,76,El Cerrito,4103,Two Year,United States,8818-DOPVL,Stayed,0,1,Female,1,Fiber Optic,"37.924838, -122.289145",37.924838,-122.289145,0,104.45,1,0,0,Offer B,1,0,1,0,Bank Withdrawal,1,23141,0,Q3,0,3,1,California,1,1,1,46,4863.85,0,1893.82,36.78,6720.89,0,1,94530,0
47,6,3.26,,,41,Standish,2074,One Year,United States,3205-MXZRA,Stayed,0,0,Male,1,DSL,"40.346634, -120.386422",40.346634,-120.386422,0,59.45,0,0,0,Offer C,0,0,0,0,Credit Card,1,408,1,Q3,0,4,0,California,0,0,1,26,1507.0,0,84.76,0.0,1591.76,0,1,96128,0
25,76,48.98,,,53,Los Angeles,6407,Two Year,United States,3638-WEABW,Stayed,0,0,Female,1,Cable,"34.046174, -118.446333",34.046174,-118.446333,1,59.9,1,0,1,Offer B,1,0,1,1,Credit Card,1,41175,1,Q3,1,3,0,California,0,0,0,58,3505.1,0,2840.84,0.0,6345.94,1,1,90025,0
30,30,28.58,,,23,Beaumont,5007,Two Year,United States,7398-HPYZQ,Stayed,0,1,Male,1,Cable,"33.946982, -116.977672",33.946982,-116.977672,1,90.55,1,0,2,Offer A,1,1,0,1,Bank Withdrawal,1,17721,1,Q3,1,4,0,California,1,1,1,71,6404.0,0,2029.18,0.0,8433.18,0,1,92223,0
25,0,24.57,,,74,Covina,2347,Two Year,United States,0754-EEBDC,Stayed,1,0,Male,0,,"34.084747, -117.886844",34.084747,-117.886844,1,19.9,0,1,1,Offer E,0,0,0,1,Mailed Check,1,17554,0,Q3,1,4,0,California,0,0,0,4,76.65,0,98.28,0.0,174.93,1,0,91723,0
50,20,33.66,,,31,Clements,4294,Month-to-Month,United States,9812-GHVRI,Stayed,0,0,Female,1,Fiber Optic,"38.227285, -121.02789",38.227285,-121.02789,0,83.85,1,0,0,Offer B,0,0,0,0,Bank Withdrawal,1,722,0,Q3,0,4,0,California,1,1,0,40,3532.25,0,1346.4,0.0,4878.65,0,1,95227,0
68,25,41.83,Dissatisfaction,Service dissatisfaction,96,Los Angeles,2516,Month-to-Month,United States,6015-VVHHE,Churned,0,0,Female,1,Fiber Optic,"34.110845, -118.259595",34.110845,-118.259595,0,83.15,1,0,0,,0,0,1,0,Credit Card,1,29310,0,Q3,0,3,1,California,0,0,1,5,446.05,0,209.15,0.0,655.2,0,1,90039,1
54,17,1.31,,,76,Morgan Hill,4545,Two Year,United States,0815-MFZGM,Stayed,0,1,Female,1,Fiber Optic,"37.161544, -121.649371",37.161544,-121.649371,1,99.0,0,0,9,,0,0,1,1,Credit Card,1,41707,1,Q3,1,4,0,California,1,1,1,42,4135.0,0,55.02,0.0,4190.02,0,1,95037,0
34,21,3.95,,,63,Santa Monica,4741,One Year,United States,7123-WQUHX,Stayed,0,1,Male,1,Fiber Optic,"34.015481, -118.493231",34.015481,-118.493231,0,95.0,1,0,0,Offer C,0,0,0,0,Bank Withdrawal,1,5221,1,Q3,0,5,0,California,0,0,1,38,3605.6,0,150.1,0.0,3755.7,0,1,90401,0
51,0,20.6,,,46,Irvine,4368,Two Year,United States,8067-NIOYM,Stayed,1,0,Female,0,,"33.720359, -117.733655",33.720359,-117.733655,1,21.1,0,3,9,Offer C,0,0,1,1,Credit Card,1,2762,0,Q3,1,5,0,California,0,0,0,24,490.65,0,494.4,0.0,985.05,0,0,92602,0
62,15,37.11,,,62,Clayton,2729,Month-to-Month,United States,8467-WYNSR,Stayed,0,0,Male,1,DSL,"37.881842, -121.848111",37.881842,-121.848111,0,55.1,0,0,0,,0,1,0,0,Mailed Check,1,14239,1,Q3,0,3,0,California,0,0,0,22,1253.15,0,816.42,0.0,2069.57,0,1,94517,0
51,15,3.0,Competitor,Competitor made better offer,72,Anza,4734,Month-to-Month,United States,8625-AZYZY,Churned,0,1,Male,1,Fiber Optic,"33.527605, -116.666551",33.527605,-116.666551,1,104.65,1,0,2,Offer C,1,0,1,1,Bank Withdrawal,1,3745,0,Q3,1,3,0,California,1,1,1,24,2542.45,0,72.0,0.0,2614.45,0,1,92539,1
56,0,27.62,,,58,Standish,3163,Two Year,United States,1843-TLSGD,Stayed,1,0,Female,0,,"40.346634, -120.386422",40.346634,-120.386422,1,20.85,0,3,6,,0,0,0,1,Credit Card,1,408,0,Q3,1,4,0,California,0,0,0,13,272.35,0,359.06,0.0,631.41,0,0,96128,0
69,21,4.14,,,77,Chula Vista,6034,One Year,United States,7921-LMDFQ,Stayed,0,1,Male,1,Fiber Optic,"32.636792, -117.054989",32.636792,-117.054989,0,94.0,0,0,0,,0,0,1,0,Bank Withdrawal,1,74025,0,Q3,0,4,1,California,1,1,1,51,4905.75,0,211.14,0.0,5116.89,0,1,91910,0
61,26,37.83,Competitor,Competitor had better devices,68,Sacramento,3794,Month-to-Month,United States,3473-XIIIT,Churned,0,0,Female,1,Cable,"38.517295, -121.439819",38.517295,-121.439819,1,100.0,1,0,1,,1,0,1,1,Bank Withdrawal,1,30580,0,Q3,1,1,0,California,1,1,1,16,1534.75,0,605.28,0.0,2140.03,0,1,95824,1
47,20,10.36,,,66,Monrovia,2545,Month-to-Month,United States,6483-OATDN,Stayed,1,0,Male,1,DSL,"34.1528, -118.000482",34.1528,-118.000482,1,51.3,0,1,7,,0,1,1,1,Credit Card,1,41067,0,Q3,1,4,0,California,0,0,0,8,411.6,0,82.88,15.02,479.46,0,1,91016,0
41,19,0.0,,,71,Alhambra,4451,Two Year,United States,5126-RCXYW,Stayed,1,1,Male,1,DSL,"34.074736, -118.145959",34.074736,-118.145959,1,46.0,0,1,0,Offer B,0,0,0,1,Credit Card,0,30635,1,Q3,0,4,0,California,1,1,0,54,2424.05,90,0.0,0.0,2514.05,0,0,91803,0
62,23,0.0,,,26,Los Angeles,2469,Month-to-Month,United States,6137-MFAJN,Stayed,0,0,Female,1,Cable,"34.008293, -118.346766",34.008293,-118.346766,0,44.8,0,0,0,,1,1,1,0,Bank Withdrawal,0,30852,0,Q3,0,3,0,California,0,0,1,48,2104.55,0,0.0,0.0,2104.55,0,1,90008,0
56,0,4.9,,,73,Healdsburg,5707,Two Year,United States,2097-YVPKN,Stayed,0,0,Male,0,,"38.618347, -122.908422",38.618347,-122.908422,0,25.75,1,0,0,,0,0,0,0,Credit Card,1,17979,0,Q3,0,5,0,California,0,0,0,65,1654.75,0,318.5,41.74,1931.51,0,0,95448,0
63,0,13.08,,,42,Midway City,4496,Month-to-Month,United States,8048-DSDFQ,Joined,0,0,Male,0,,"33.744439, -117.98588",33.744439,-117.98588,0,20.2,0,0,0,,0,0,0,0,Credit Card,1,8660,0,Q3,0,5,0,California,0,0,0,1,20.2,0,13.08,0.0,33.28,0,0,92655,0
34,3,32.92,Other,Moved,69,Mi Wuk Village,2502,Month-to-Month,United States,5494-HECPR,Churned,0,0,Female,1,Fiber Optic,"38.121601, -120.133915",38.121601,-120.133915,0,80.25,0,0,0,Offer E,0,0,1,0,Bank Withdrawal,1,1278,0,Q3,0,2,0,California,0,0,1,1,80.25,0,32.92,0.0,113.17,0,1,95346,1
31,0,4.72,,,75,Temecula,4260,Two Year,United States,7167-PCEYD,Stayed,0,0,Male,0,,"33.507255, -117.029473",33.507255,-117.029473,0,19.8,0,0,0,,0,0,1,0,Credit Card,1,46171,0,Q3,0,3,0,California,0,0,0,67,1311.3,0,316.24,0.0,1627.54,0,0,92592,0
35,25,0.0,,,46,Los Angeles,5748,Two Year,United States,8165-CBKXO,Stayed,1,1,Male,1,Cable,"34.02381, -118.156582",34.02381,-118.156582,1,56.75,0,3,4,,1,0,1,1,Credit Card,0,68701,0,Q3,1,3,0,California,1,1,1,66,3708.4,0,0.0,0.0,3708.4,0,1,90022,0
57,9,4.5,,,66,Rancho Santa Fe,5229,Two Year,United States,0513-RBGPE,Stayed,0,1,Male,1,DSL,"32.99356, -117.207121",32.99356,-117.207121,1,62.8,1,0,6,,0,1,1,1,Credit Card,1,1072,1,Q3,1,3,0,California,0,0,0,37,2278.75,0,166.5,16.97,2428.28,0,1,92091,0
20,52,4.76,,,26,Beaumont,4633,Two Year,United States,6283-GITPX,Stayed,1,1,Male,1,DSL,"33.946982, -116.977672",33.946982,-116.977672,0,76.9,0,3,0,Offer A,1,1,1,0,Credit Card,1,17721,1,Q3,0,3,0,California,0,0,1,71,5522.7,0,337.96,0.0,5860.66,1,1,92223,0
63,28,27.7,Competitor,Competitor had better devices,84,Stockton,5855,Two Year,United States,5013-SBUIH,Churned,0,0,Female,1,Fiber Optic,"37.959706, -121.287669",37.959706,-121.287669,0,109.65,1,0,0,,1,1,1,0,Bank Withdrawal,1,7071,1,Q3,0,1,0,California,1,1,1,50,5551.15,0,1385.0,0.0,6936.15,0,1,95202,1
51,24,33.37,,,51,Los Altos,5935,One Year,United States,8565-HBFNN,Stayed,0,1,Male,1,Fiber Optic,"37.352911, -122.093002",37.352911,-122.093002,1,107.2,1,0,8,Offer A,1,1,1,1,Credit Card,1,21496,1,Q3,1,4,0,California,1,1,0,69,7317.1,0,2302.53,0.0,9619.63,0,1,94024,0
44,24,45.7,Competitor,Competitor had better devices,86,Pleasant Hill,5011,Month-to-Month,United States,4446-BZKHU,Churned,0,1,Male,1,Fiber Optic,"37.95338, -122.076886",37.95338,-122.076886,1,105.55,1,0,1,,1,0,1,1,Bank Withdrawal,1,32685,0,Q3,1,1,0,California,1,1,1,61,6281.45,0,2787.7,0.0,9069.15,0,1,94523,1
53,9,0.0,Price,Lack of affordable download/upload speed,88,Oakhurst,2548,Month-to-Month,United States,1740-CSDJP,Churned,0,0,Male,1,DSL,"37.648647, -119.231447",37.648647,-119.231447,0,35.25,0,0,0,,0,0,1,0,Bank Withdrawal,0,8521,0,Q3,0,2,0,California,1,1,0,1,35.25,0,0.0,0.0,35.25,0,1,93644,1
47,0,6.86,,,35,Santa Maria,2195,One Year,United States,5619-XZZKR,Stayed,0,0,Male,0,,"34.943523, -120.256729",34.943523,-120.256729,0,19.95,0,0,0,,0,0,0,0,Credit Card,1,30540,0,Q3,0,4,0,California,0,0,0,4,68.2,0,27.44,0.0,95.64,0,0,93454,0
63,19,21.72,,,21,Indio,3409,Month-to-Month,United States,3370-GQEAL,Stayed,1,0,Male,1,Fiber Optic,"33.713891, -116.237257",33.713891,-116.237257,1,85.45,1,2,9,,0,0,0,1,Bank Withdrawal,1,56307,0,Q3,1,3,0,California,0,0,1,30,2509.95,120,651.6,23.13,3258.42,0,0,92201,0
72,28,16.36,,,25,San Diego,2415,One Year,United States,4115-NZRKS,Stayed,0,0,Female,1,Fiber Optic,"32.716007, -117.117462",32.716007,-117.117462,0,89.15,0,0,0,,0,0,1,0,Bank Withdrawal,1,47140,0,Q3,0,5,1,California,1,0,1,7,574.35,0,114.52,0.0,688.87,0,1,92102,0
57,0,37.9,,,59,Irvine,3591,Month-to-Month,United States,8387-UGUSU,Stayed,1,0,Female,0,,"33.680302, -117.833296",33.680302,-117.833296,1,20.05,0,1,3,,0,0,0,1,Credit Card,1,22499,0,Q3,1,4,0,California,0,0,0,15,284.3,0,568.5,0.0,852.8,0,0,92614,0
42,29,11.79,,,41,Los Angeles,2569,Month-to-Month,United States,4080-IIARD,Stayed,0,0,Female,1,DSL,"33.958149, -118.308441",33.958149,-118.308441,1,76.2,1,0,1,Offer D,1,1,1,1,Bank Withdrawal,1,47107,1,Q3,1,5,0,California,0,0,1,13,981.45,0,153.27,0.0,1134.72,0,1,90047,0
37,23,0.0,,,60,Paramount,3314,One Year,United States,3739-YBWAB,Stayed,0,1,Male,1,Cable,"33.897122, -118.164432",33.897122,-118.164432,1,35.35,0,0,7,Offer C,0,1,0,1,Mailed Check,0,55306,0,Q3,1,4,0,California,0,0,0,36,1317.95,0,0.0,0.0,1317.95,0,1,90723,0
70,23,48.95,Price,Price too high,71,Perris,4684,Month-to-Month,United States,1833-VGRUM,Churned,0,0,Female,1,Fiber Optic,"33.787298, -117.320676",33.787298,-117.320676,0,74.2,1,0,0,Offer E,0,0,1,0,Bank Withdrawal,1,36817,0,Q3,0,2,1,California,0,0,0,1,74.2,0,48.95,0.0,123.15,0,1,92570,1
