customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST2428,Male,0,No,Yes,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,107.55,4732.2,Yes
CUST2429,Male,1,No,No,6,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,92.88,557.28,No
CUST2430,Female,1,Yes,No,28,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,72.71,2035.88,Yes
CUST2431,Female,1,Yes,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,29.91,927.21,No
CUST2432,Female,0,No,Yes,8,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,102.72,821.76,Yes
CUST2433,Male,1,Yes,Yes,5,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,32.4,162.0,No
CUST2434,Female,1,No,Yes,54,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,58.51,3159.54,Yes
CUST2435,Female,0,Yes,No,17,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Credit card,25.05,425.85,Yes
CUST2436,Female,0,No,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,90.97,3456.86,No
CUST2437,Male,1,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,70.35,633.15,No
CUST2438,Male,0,Yes,No,14,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer,110.76,1550.64,No
CUST2439,Male,0,No,No,26,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer,33.87,880.62,No
CUST2440,Male,0,No,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,101.92,6319.04,Yes
CUST2441,Female,0,No,Yes,25,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Credit card,71.07,1776.75,Yes
CUST2442,Female,1,Yes,No,36,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,56.61,2037.96,No
CUST2443,Female,0,No,Yes,33,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,84.36,2783.88,Yes
CUST2444,Female,0,No,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,99.04,297.12,No
CUST2445,Male,0,Yes,No,11,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Credit card,64.03,704.33,No
CUST2446,Male,1,No,No,58,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer,43.28,2510.24,Yes
CUST2447,Male,1,No,Yes,64,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,111.58,7141.12,No
CUST2448,Female,0,No,No,18,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,51.3,923.4,No
CUST2449,Male,0,Yes,Yes,47,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,119.82,5631.54,Yes
CUST2450,Male,1,Yes,Yes,44,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,96.73,4256.12,No
CUST2451,Female,0,Yes,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,88.78,5238.02,Yes
CUST2452,Female,0,No,No,50,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card,21.24,1062.0,No
CUST2453,Male,1,Yes,Yes,69,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,64.85,4474.65,Yes
CUST2454,Male,0,No,Yes,29,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Credit card,70.25,2037.25,No
CUST2455,Male,0,No,Yes,67,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer,57.64,3861.88,Yes
CUST2456,Male,1,No,No,2,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,35.0,70.0,No
CUST2457,Male,1,Yes,Yes,25,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Mailed check,56.75,1418.75,Yes
CUST2458,Male,0,Yes,No,19,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Mailed check,27.5,522.5,No
CUST2459,Female,1,No,Yes,40,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Credit card,49.09,1963.6,No
CUST2460,Female,0,No,No,2,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Bank transfer,28.37,56.74,No
CUST2461,Female,0,Yes,Yes,65,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,95.24,6190.6,Yes
CUST2462,Male,0,Yes,No,62,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,87.12,5401.44,Yes
CUST2463,Female,1,Yes,Yes,54,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,113.99,6155.46,Yes
CUST2464,Male,1,No,Yes,45,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Credit card,57.99,2609.55,No
CUST2465,Male,0,Yes,Yes,49,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,98.62,4832.38,No
CUST2466,Female,0,Yes,Yes,69,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,78.76,5434.44,Yes
CUST2467,Male,1,Yes,No,38,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,84.61,3215.18,Yes
CUST2468,Male,1,No,No,4,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,74.75,299.0,Yes
CUST2469,Female,1,Yes,No,17,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Credit card,97.92,1664.64,Yes
CUST2470,Female,0,No,No,53,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.2,1282.6,No
CUST2471,Female,1,No,No,53,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,28.05,1486.65,Yes
CUST2472,Male,1,No,Yes,31,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer,29.59,917.29,No
CUST2473,Female,0,Yes,No,22,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,48.87,1075.14,No
CUST2474,Female,0,Yes,No,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,79.11,870.21,Yes
CUST2475,Male,0,Yes,No,34,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,84.56,2875.04,Yes
CUST2476,Female,1,No,No,15,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Credit card,91.26,1368.9,No
CUST2477,Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,48.08,480.8,Yes
CUST2478,Female,0,No,Yes,53,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card,85.02,4506.06,Yes
CUST2479,Male,0,Yes,Yes,48,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,31.77,1524.96,Yes
CUST2480,Male,0,Yes,Yes,31,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card,21.0,651.0,No
CUST2481,Male,1,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,89.47,3310.39,Yes
CUST2482,Male,0,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,91.56,2563.68,No
CUST2483,Female,1,No,Yes,31,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Mailed check,82.21,2548.51,Yes
CUST2484,Male,1,No,Yes,70,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,45.89,3212.3,No
CUST2485,Male,1,No,No,14,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,112.75,1578.5,No
CUST2486,Female,0,No,No,16,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Mailed check,107.57,1721.12,Yes
CUST2487,Female,1,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,71.55,1788.75,Yes
CUST2488,Female,0,No,Yes,39,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer,118.91,4637.49,Yes
CUST2489,Male,0,No,Yes,66,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,49.86,3290.76,Yes
CUST2490,Male,0,No,Yes,38,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,One year,No,Electronic check,69.11,2626.18,Yes
CUST2491,Male,1,Yes,No,41,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,112.79,4624.39,No
CUST2492,Female,0,No,No,40,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Bank transfer,66.21,2648.4,No
CUST2493,Female,0,No,No,64,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer,67.1,4294.4,No
CUST2494,Male,0,Yes,Yes,16,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,27.94,447.04,Yes
CUST2495,Female,1,Yes,No,59,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer,41.13,2426.67,No
CUST2496,Female,1,No,No,11,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer,35.79,393.69,No
CUST2497,Female,1,No,Yes,1,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,76.53,76.53,Yes
CUST2498,Male,0,Yes,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,51.85,674.05,Yes
CUST2499,Female,1,No,Yes,30,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,27.7,831.0,Yes
CUST2500,Female,0,Yes,Yes,69,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,71.0,4899.0,Yes
CUST2501,Male,0,No,Yes,18,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Credit card,86.92,1564.56,Yes
CUST2502,Male,1,No,Yes,13,No,No phone service,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card,93.65,1217.45,Yes
CUST2503,Female,0,No,No,32,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,103.75,3320.0,No
CUST2504,Female,1,No,No,71,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,No,Credit card,68.2,4842.2,Yes
CUST2505,Male,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Electronic check,59.06,4252.32,No
CUST2506,Male,1,Yes,No,50,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer,88.41,4420.5,No
CUST2507,Female,0,Yes,No,71,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,21.34,1515.14,No
CUST2508,Female,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,83.35,2583.85,No
CUST2509,Female,0,No,Yes,51,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,60.57,3089.07,No
CUST2510,Female,0,No,Yes,27,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,65.29,1762.83,Yes
CUST2511,Male,0,Yes,Yes,60,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,49.63,2977.8,Yes
CUST2512,Female,1,Yes,No,33,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Bank transfer,32.73,1080.09,No
CUST2513,Female,0,Yes,No,53,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,60.14,3187.42,Yes
CUST2514,Male,1,Yes,Yes,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,50.82,3659.04,Yes
CUST2515,Female,1,Yes,Yes,33,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,116.01,3828.33,Yes
CUST2516,Male,1,Yes,Yes,41,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,114.35,4688.35,No
CUST2517,Female,0,Yes,Yes,19,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,84.39,1603.41,No
CUST2518,Female,0,Yes,Yes,41,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card,110.37,4525.17,Yes
CUST2519,Male,0,No,No,42,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,95.13,3995.46,No
CUST2520,Male,1,Yes,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,54.59,1255.57,No
CUST2521,Female,0,Yes,No,33,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,80.39,2652.87,Yes
CUST2522,Female,0,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,42.03,840.6,Yes
CUST2523,Female,1,Yes,No,25,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer,88.72,2218.0,Yes
CUST2524,Male,1,No,Yes,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer,24.48,1272.96,Yes
CUST2525,Female,1,Yes,No,12,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Mailed check,103.13,1237.56,No
CUST2526,Male,1,No,Yes,32,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,78.32,2506.24,Yes
CUST2527,Male,1,No,Yes,33,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card,25.84,852.72,No
CUST2528,Female,1,No,No,68,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,107.18,7288.24,Yes
CUST2529,Male,0,Yes,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,107.77,1616.55,Yes
CUST2530,Female,1,Yes,No,51,No,No phone service,DSL,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,105.28,5369.28,No
CUST2531,Female,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Credit card,97.43,584.58,Yes
CUST2532,Female,0,No,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,87.79,6057.51,Yes
CUST2533,Female,0,No,Yes,69,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,59.69,4118.61,Yes
CUST2534,Female,1,No,No,35,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card,33.63,1177.05,Yes
CUST2535,Male,0,No,No,34,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Electronic check,48.88,1661.92,Yes
CUST2536,Male,1,Yes,Yes,63,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Credit card,54.71,3446.73,Yes
CUST2537,Female,1,Yes,No,68,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,55.81,3795.08,Yes
CUST2538,Female,0,Yes,Yes,18,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,76.55,1377.9,No
CUST2539,Male,1,No,No,26,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,40.84,1061.84,Yes
CUST2540,Male,0,No,No,61,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,38.97,2377.17,No
CUST2541,Male,0,Yes,Yes,48,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,91.7,4401.6,Yes
CUST2542,Male,1,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.75,1494.0,No
CUST2543,Female,0,No,No,31,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer,34.95,1083.45,No
CUST2544,Female,0,Yes,No,34,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Electronic check,63.5,2159.0,No
CUST2545,Male,0,Yes,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,34.91,244.37,Yes
CUST2546,Female,1,No,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,115.98,811.86,Yes
CUST2547,Male,0,No,Yes,47,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,87.01,4089.47,No
CUST2548,Female,1,No,No,8,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Credit card,63.28,506.24,No
CUST2549,Male,1,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,31.23,31.23,Yes
CUST2550,Female,0,No,Yes,3,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card,58.52,175.56,No
CUST2551,Male,0,Yes,Yes,53,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Credit card,85.06,4508.18,No
CUST2552,Male,1,Yes,No,38,No,No phone service,DSL,No,Yes,No,No,No,No,One year,No,Electronic check,116.88,4441.44,Yes
CUST2553,Female,1,No,Yes,51,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,67.27,3430.77,No
CUST2554,Male,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,89.24,1338.6,No
CUST2555,Female,0,No,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,39.54,2649.18,No
CUST2556,Female,1,No,Yes,64,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,82.36,5271.04,No
CUST2557,Male,1,Yes,No,68,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card,43.91,2985.88,Yes
CUST2558,Female,1,Yes,Yes,5,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,39.81,199.05,Yes
CUST2559,Female,1,No,No,10,No,No phone service,DSL,No,No,No,No,Yes,No,One year,No,Mailed check,70.92,709.2,No
CUST2560,Female,1,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,41.17,329.36,Yes
CUST2561,Female,0,No,Yes,12,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,92.13,1105.56,No
CUST2562,Female,1,No,No,64,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,113.73,7278.72,Yes
CUST2563,Male,1,No,No,59,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Credit card,59.36,3502.24,Yes
CUST2564,Female,0,No,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,52.25,3500.75,Yes
CUST2565,Female,0,Yes,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,37.59,1879.5,Yes
CUST2566,Female,1,Yes,Yes,23,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,59.04,1357.92,Yes
CUST2567,Female,1,Yes,No,40,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Credit card,75.96,3038.4,Yes
CUST2568,Female,0,Yes,No,18,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,No,Mailed check,57.3,1031.4,No
CUST2569,Male,1,No,No,21,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Credit card,82.31,1728.51,Yes
CUST2570,Female,1,Yes,No,1,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,86.24,86.24,No
CUST2571,Male,0,Yes,Yes,38,No,No phone service,DSL,No,No,No,No,No,No,Two year,No,Electronic check,29.78,1131.64,No
CUST2572,Male,1,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,89.78,3680.98,Yes
CUST2573,Male,0,Yes,Yes,42,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer,110.03,4621.26,No
CUST2574,Male,0,No,Yes,9,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,22.63,203.67,No
CUST2575,Female,0,No,Yes,23,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Bank transfer,75.14,1728.22,Yes
CUST2576,Male,0,No,Yes,11,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,80.39,884.29,Yes
CUST2577,Male,1,No,No,71,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,90.98,6459.58,Yes
CUST2578,Female,0,No,Yes,31,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer,58.58,1815.98,No
CUST2579,Female,1,Yes,No,26,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,One year,No,Credit card,101.87,2648.62,No
CUST2580,Female,1,Yes,Yes,30,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Mailed check,73.99,2219.7,No
CUST2581,Male,1,Yes,Yes,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,60.89,2070.26,Yes
CUST2582,Female,1,No,Yes,46,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,91.93,4228.78,No
CUST2583,Female,1,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,112.74,7779.06,No
CUST2584,Male,0,Yes,Yes,5,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer,101.2,506.0,Yes
CUST2585,Female,0,Yes,Yes,61,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer,113.07,6897.27,No
CUST2586,Female,0,Yes,Yes,38,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,46.59,1770.42,No
CUST2587,Female,0,No,Yes,28,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer,31.85,891.8,Yes
CUST2588,Female,1,Yes,No,26,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Bank transfer,73.43,1909.18,No
CUST2589,Male,0,No,No,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,24.44,1490.84,No
CUST2590,Female,1,No,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,87.46,2011.58,Yes
CUST2591,Female,1,Yes,Yes,46,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,44.0,2024.0,Yes
CUST2592,Male,0,No,No,30,No,No phone service,DSL,Yes,No,No,No,No,Yes,One year,No,Credit card,65.44,1963.2,Yes
CUST2593,Female,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,85.56,5732.52,Yes
CUST2594,Male,0,No,No,33,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card,68.31,2254.23,Yes
CUST2595,Female,0,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,43.61,130.83,Yes
CUST2596,Male,1,No,No,69,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,108.04,7454.76,No
CUST2597,Male,1,No,Yes,42,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,96.45,4050.9,Yes
CUST2598,Male,0,No,No,62,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Credit card,80.11,4966.82,Yes
CUST2599,Male,1,Yes,No,58,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,89.85,5211.3,No
CUST2600,Female,1,Yes,Yes,57,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,61.53,3507.21,No
CUST2601,Male,1,No,No,1,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,57.59,57.59,No
CUST2602,Female,0,No,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,36.01,2160.6,No
CUST2603,Male,1,Yes,No,69,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card,100.36,6924.84,Yes
CUST2604,Male,0,Yes,Yes,59,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,58.1,3427.9,No
CUST2605,Male,0,Yes,No,46,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card,89.23,4104.58,Yes
